8827,1,"!6 Pairs of Converse and Counting..., Wh o else Loves Converse as much as I do??   My  Favorite 1's are Black Monochrome both Hi  &amp; Lows!!"
9031,1,&quot;It's like...we actors have to become 'soulfish' with ourselves to really do what we're doing now.&quot; Sandyyy  sooo great!
9124,0,#ashestoashes NOOOOO! Not Chris! OMG - I was almost crying with Shaz 
9321,1,#coffee 
9367,1,"&quot;boy&quot; wasn't there! :'( i was prepared to talk to him, and flirt and EVERYTHING! -.-  buuuut.... we had a great time. "
9471,0,"&quot;I'm not the bad guy, kid.&quot; Daredevil, then bed, work at 10 "
9517,1,#Eminem is the highest selling artists of the 2000 uh huh thats whats up 
9553,1,"#fce Rhubarb, maybe raspberries  ( Edmonton ) Free: I am looking for a rhubarb plant and maybe a few raspb.. http://tinyurl.com/oz6p4n"
9593,0,&quot;It's my birthday and I'll cry if I want to&quot; because now I'm 30 
9891,1,&quot;hey mister grumpy gills&quot; LOL that made my day 
9950,1,#followfriday because he is as sick in the head as I am (and was whining he does not get tagged on fridays) @antonstrout 
10037,0,&quot;I stayed up half the night trying to install Vista&quot; is not a reason for being tired that I ever wanted to give. 
10591,0,#inaperfectworld weirdos wont exsist. and my dog wouldnt be so gosh darn lazy 
10651,1,&quot;Up&quot; in 3D = fantastic! highly recommended 
10746,0,"#iremember Pogs, yoyos, sherbert straws and Gogos at school. Man those things were so fun they always got banned "
11002,1,#musicmonday - Paulo Nutini - Candy - http://bit.ly/17f19K   Glasgow boy made good 
11326,1,(@ChrissyMcPants) Lovely morning going to be shut up in my dark cupboard animating today though 
11380,0,#smallwins mousetrap car traveled 17m #bigloss showing off caused mousetrap to break  now starting again
11588,0,#titp WHY IS CALVIN HARRIS MAIN STAGE?! I WANT HIM TO BE IN A TENT   @calvinharris
11847,1,"*addition to my last tweet:  listning to the jona bothers, actually blasting them with the windows down "
12441,1,&quot;@betsyboyerjones&quot;write me back please 
12704,0,"*Sigh*   Leno had his last show last night. How sad to see him go.    Conan will be great though, he's awesome as well."
13437,0,.. But fuck you for leaving me to go to Dallas all alone.. 
13661,0,... the shoes I wanted weren't in my size... and even online they don't have them in my size 
13730,0,... on my way to Aachen 
13760,1,&quot;Return the Favor&quot; has been playing in my head all day...it's funny cuz that's exactly how I feel right now 
13971,0,.....still getting used to doing the family dinner thing with mum &amp; dad after their split. Dad still looks @ mum with unconditional love 
14140,1,&quot;V&quot; really dunno how to use this thigy!!!!!!! wil get used to it hopefully!!!   love u  muah
14314,1,....wow. Tired. Lol 
14418,1,&quot;World is Singing&quot; by Marcome.  Toute le monde chantent.   ? http://blip.fm/~7gxce
14551,1,"...'each time I find myself, flat on my face, I pick myself up and get back in the race'... love those lyrics "
14622,0,((( i don't have myx! 
14857,1,...oh and ok I'm going too baltimore tmrw...so umma immaa gunnah watch Pearl Harbor 
14904,0,(annoyed) my sec life site is playing up on me 
15465,0,*sigh* I miss my buff fam and my mom is annoying me  this shit sucks!
16026,0,.almost out of work 
16182,0,"... and ran back on the court trailing toilet paper stuck in my shorts, all the way from the bathroom.  NOT COOL."
16237,0,?  Matthew? S&lt;3
16242,1,? ? ? the weather today!! 
16300,0,? Lucas ?  My Heart is Yours to Have and Hold or Break   I Luv yu! ? ? ?
16555,0,@ home... n so very tired... reinstall all PC in my lab.... 
16579,0,:'( Hollyoaks has only just started and I'm already nearly crying. Poor Warren 
16728,0,:o my interent on my mobile is not working  so damn tired!
16737,1,:p ONLY HAVE 1 EXAM LEFT!!!!!!!!!! YAY..... its gunna be easy and summers coming  happy happy &lt;3
16767,0,@ my dads bored as crap he dont have a tv or internet so im watchng greys anatomny on my ipod greys make me antsy &amp; have no ipod charger 
16910,1,? ?????? ??????????!  ???????. Enjoy your Friday night! (dance) http://plurk.com/p/vfisu
17503,0,@_acey i LOVE that song. ps sorry i missed your calls! my phone was on silent 
17847,0,"...there once was a girlbird named getrude mcfuzz... i miss drama, i miss being onstage, and i miss seussical! "
18076,0,"@ nikanika1987 I called u back earlier, but no answer "
18106,1,"..my DD3 just told me that Daddy always saves the day. Oh, ok. I'm just the maid, food server, clothes washer, while he is a super hero. "
18372,1,@_faith is that an invite to crash on your couch? 
18381,0,@_Flik_ Aw! I've missed you. 
18461,1,.@Janeygirrl Want to come with? And the reason to plan is that its cheaper/a better deal than Bare Escentuals. 
18575,1,.@riotgrrlie catch ya laterz!!! have fun in Austin!!! 
18754,0,: Sad that the sun is gone 
18938,0,@_acey wow jealous wish i was going with you guys  stupid work!
18989,0,":| not cool, stacey and ben are in bed, have been for about two hours  and im wide awake, missions tomorrow."
19138,1,"@_beckyisginger I love you  thankyouu, + I will text you tomorrow "
19622,1,@_MoisesArias I followed her 
19938,1,@_shannon1234 Have a good sleep!!  Lol!
19980,0,@ my big sis' (Zina) house...&amp; my battery is low...again...  ...n e way...what chall doin?
20240,0,@_JamieLeeCurtis my Sunday is nearly over  Monday soon! booooooooo!!
20268,1,"@_witnit_ well, I knew that!  Just thought it might be something else, that's all "
20333,1,@ the long's new house. It's very nice 
20673,0,@1082118 I'm not that adorable  I LOOKED IT UP. PS http://bit.ly/oZl1q  TRY THAT LINK DUDE!
20880,0,"@_AislinnTighee bhaha, its a teenage nightclub and i am at home when im supposed to be there. they had no fucking license. no more touch "
20978,0,@1badasschick BUT ALL FOR THE GOOD! Can't wait for Friday &amp; Saturday! Our von voyage farewell 
21251,1,"@_BSoN_ That's how a daddy, who doesn't get all gussied up, gets all gussied up for his daughter's kindergarten graduation. lol "
21311,1,@1QueenofRock:ERIN ROSE VS. DAVE BENJAMIN LIVE ON VERSUS...... SHE'S GONNA MAKE YOU EAT THAT FLOWER DAVE! Somehow I missed this &amp; nope! 
21352,0,"@_Chelsky_ verdorie, i'm dead "
21430,0,"@_crc_ -Bad day 4 me Chris. My calendar 4 Aug was emptied 2day. U know what lm talking about. Not gonna be a crazy hater, just really sad "
21475,0,@_spacepilot yes its now happy belated #hoppusday for me.  OMG! My iPod just randomly started playing Adam's Song for #hoppusday PERFECT!!
21476,1,@_spell I believe in straight ones... 
21872,1,@_iDANCE19 wimbledon got a new &quot;roof&quot; today for their tennis court and its freakin awesome! 
22086,1,@_ktlynn_ hahaha yay! that means he'll be up and ready to meet his future boyfriend...whiskers! 
22196,0,@4boys4now sorry it was a pain  but thanks for voting for my little guy
22943,0,"@AAband nooo  sweeties, thats so shit. we'll see you an other time then? love you longtime"
22955,1,@aafreen Thank you ! 
23239,1,@_Wall ive asked my mum to come with me 
23288,1,@_Xaid holitas 
23355,0,@08SiKid and I feel like its my fault 
23483,1,"@11394607 I'm not yet in Manila. I'll be moving in my new apartment by next week, probably on Monday. "
23823,1,@Abeeliever which do you prefer? #Coke or #Pepsi? 
24013,1,@abiruiz you watching the right game? 
24195,1,@1eighton What do you think?  I wrote a post on my blog about her http://ninotalkingtohimself.blogspot.com/2009/06/fakejessicaalba.html
24214,1,"@Absinthe_Review - Didn't get the name. It was brought by another author whene we were doing a group book signing. It was lovely, though. "
24286,1,@Absturbation That was godlike 
24318,1,@1indienation hehe then charged him a consulting fee of 20 bucks 
24437,0,@262RUNR I am so busy... w/ a new location change @ work so can't tweet as much as I used 2  But so happy 2 be working.  How R U?
24729,1,@28parkave thanks for your comment on the basket giveaway post   just beautiful 
24822,1,@2xtdg it will be worth it  then you can go to town on the spending after lol
24900,1,@31B4 the Wii is the cheapest of the three. Hmmmmm...... 
24981,0,@3sixty5 days you always fall asleep on skype! and what happened... we aren't contacts anymore 
25032,0,@49ermommy i missed pantsless skype again? 
25104,1,"@acydrx I've never had Mexican coke, sugar in soda is delicious.  Also, didn't realize you were immortal. Did you give it mouth to mouth?"
25313,0,@30SECONDSTOMARS guys why not Berlin in Germany? then Echelon from Poland could be there. 
25593,0,@3minds yesterday was the day n u fronted! 
25914,0,"@adhoctg so is KFC, which is where we ended up "
26374,0,"@a_c81 hey, I may be coming to Australia! ...in 2011. Long ways away... "
26498,1,@A_shle_y one can only hope that garbage is done ed hardy is the worst 
26516,0,@adrianpesebre XDD I meant the Threaded view not the MMS. 
26687,1,"@aah1981 nope. I have no camera, and I don't take pics of myself anyway. sorry  folks "
26716,0,@A_raven HEEEYYY BOO! Where u been @ all day? No Twitter luv? 
26921,0,@AAAYYYEEE It needs support. I miss them 
27096,0,@aandfgurl lol so is mine! Which is why i didnt get to see them when they came to austin 
27229,1,@AfrikanBella @ least u travel lol. I sit at home most of the time. I &lt;3 it though. I am such a homebody. 
27258,1,@AartiNevgi yeaa suure . call me when u can 
27413,1,@agentmuffin dude yes  He's hella hot ;)
27428,1,@abbeyreller: Are you leaving for Washington tomorrow? We'll miss you in Indy! Have a wonderful time! 
27439,1,@Abbie12 Moral of the story is... be careful what you wish for. 
27461,1,@agentPatGillen Sure thing 
27691,0,@ahhyummy i've never had real dippin dots  i've had fake ones
27707,1,"@ahj Should be doing coursework, but that video is awesome! haha really made me laugh  x"
27890,1,"@aht4005 No kidding I had a Pepsi earlier today and I'm not the least bit tired, its like 3am. Caffeine goes a long way for me "
28048,0,@abatko Tag is #vanchangecamp ... I keep forgetting to put it on mine 
28190,0,@aileen_yu01 Me too! Sims3 is not working on my laptop. 
28282,1,@AbraLynne Hi!  What a cute picture of you guys.  Scott is laughing because Mike is wearing.  It looks cold.  
28455,1,@Abeeliever I'm wonderful thanks! sent the email 
28492,1,@Ainz90 Is yr mum pointing out the obvious? 
28571,0,@AirMikey blink 182 at borgota sold out already 
28585,1,@aish_star yeah those days too and sometimes eeven saturdays 
28692,0,"@aitchemelle oh I remember them asking me if I'd send them a photo, but they never told me they'd published  is it online or real?"
28762,0,@ajatheeagle damn u must be tired 
29027,1,"@acciemaj wow.. coming from a male, that quite suprising. Mother Earth has a big grin on her face. "
29146,0,@ajreynolds Ahh. I had to log in and then the link is borked now. 
29503,1,@action_coaching : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! 
29586,0,@adaliax NUGGETS HAUHAUHAU cause it's friday  i wasnt supposed to start friday like this haha *drama queen*
29690,1,"@adamamyl Yep, definitely reduces the risk of accidentally bleaching your clothes "
29810,0,@alaero it is when its my intertube outlet 
29838,0,"@alams haha, i am NOT on intervention  i need a food one though"
29989,1,@Adamfyre absolutely! 
30032,1,@adamsconsulting hello how are you doing today   Hope you are having a great morning.
30225,1,@AddanacCity Have a blast in California for me! 
30693,1,"@adrian792 That was on my christmas list last year, Grow  but it didn't happen!"
31059,1,@alexalbrecht Congrats bro! Cannot wait to see the live diggnation! Come to Scotland 
31229,0,@AlexAllTimeLow i need colors for you!!! 
31401,1,@alexandramusic Its all dwn 2ur talents alex n personality...God rewards those hu he deems deservin...U R 1 OF THOSE PPL!!! 
31451,0,"@adrence goodnight adrence, migraine strikes at me again.. "
31545,0,@aforonda i love it. i hate pics of my profile. I look so fat in my profile. big chin 
32003,1,"@afterthebump Jeremy just told me he'd be happy to do that anytime!  I was like, &quot;Really?  Score.&quot;  "
32334,1,"@Agent_M Aww, thanks!  I &lt;3 my Angel"
32559,1,@AgesTheGreat 
33025,1,@Ahmad_Alharthi ??? ??????? ????? 
33045,1,@AhmNoHere lol  so did they deliver it?
33791,0,"@allanxpress well , its okay but when it rains its bad. We got a lake in our yard "
33801,1,@airdcustomz YOU are a visionary! *WINK* See that's what I'm talking about! 
33836,0,@aish_star nope 
33895,1,@AiyerChitra @rohitsabu Started a game. Took my turn. Play whenever time permits 
33956,1,@alli_scott My day is over  will be going to bed soon. How about you? How's everything?
34034,1,"@Aiyther love your linproducts comp entry, really made me laugh "
34132,1,@ajia P.S.S. - they can keep their pants... I don't want them! LOL! 
34193,1,@allisonblaire things are going pretty good. summer soon yay 
34475,1,@akanina2 LOL! I have days like that! Hope it's a good one for you!! 
34808,1,"@AkashaTheKitty Jeff and I decided that if we won the lottery, we'd go on a rodeo tour for a few years before entering politics! "
34985,1,"@alroker Morning Al,  had to tell u the sun  finally (June gloom) came out  yesterday in LA.oh yeah, the Lakers won too..hmmm.interesting "
35040,0,@AkikoOda No joke... I couldn't sleep last night at all... and then @justinredeker woke me up... now I am supossed to study. 
35150,1,"@akr93 Aww thankyou, i do love them ha! "
35212,0,@alyankovic http://twitpic.com/6d2xb - damn - a broken link 
35372,0,"@al_ice @joemisika yeh, great match. But again Teamwork you know. Torres shoulda passed lotsa times but he didnt  silly man. I'm happy tho"
35795,0,@alastairj yeah I've noticed that very annoying 
35924,1,@Alexaalovesyouu heyhey layday 
35925,1,@alexaalovesyouu ID RATHER JUST HUG HIM LIKE I ALWAYS DO 
36114,0,@Alegria21  Are ppl checking out the new LG stuff or waiting 4 the next few 2 drop this wkend?
36125,1,@AleisiAntoinae LOL I was booin the other person in the picture u posted not u haha 
36415,1,@alexiaaa hahas sucks to be you 
36925,0,@Ali_xxxxxx What is? 
37070,0,@Alicia_C78 I know! Ugh! I still need to go buy the dog-on books! 
37522,1,@amandakisses hey amanda 
37607,0,@allaboutamelia Jersey! im back now though.. eurggh back to work  how has your half term been?
37717,1,"@amandapalmer missed interview on NPR, ironic because listened to NPR all day on long fucking car trip, watching Needle now, looks good "
37785,0,"@alliemunchkin :3, Youtube loves my HD videos  well maybe."
37802,0,"@amandawormann hey, you're the marketing genius for Burton! Why can't i buy in AU? "
38037,1,"@AmberBirmingham hello amber!My name´s Nieves, I´m from spain, you? and congratulations on your graduation again!"
38123,1,@ambermacarthur get better soon amber 
38284,1,@AmEndurance From my experience it's purely random 
38325,0,@AllyAyr Ahh it sounds as if you have got further than he did...sorry hun 
38578,1,"@ammii wow, you're up early  are you done with your report ?"
38591,1,"@AlohaArleen ooo so its all good, you better watch you back as i will be joing that 20k updates group  lol"
38760,1,@Amy_G_X yeah i've read those rumours too  There's gonna be no suprises for us.. we'll know it all haha  xx
38929,0,@amyjade_ i'm not allowed!  i'm gutted. i would dress up as the little boy and make someone else be the dad :L
39052,1,@AlwaysCharmed oh no worries! It's just me. 
39103,1,"@alwaysloveu_Ci Well, I guess it would &amp; I don't blame her but as long as we got her back, she'll be fine!! "
39381,1,@AlexKaris I guess that limits r good  just to keep some peeps in check and &quot;noise&quot; separated from &quot;valuable&quot; exchange of ideas 
39562,1,"@anarchyang31 I dunno, only /r/netsec has got 11327 subscribers nad /r/ComputerSecurity another 2807 and /r/websecurity 76 and growing "
39596,0,@alyssa8810 I am right with you there sunshine  
39598,1,"@alyssaamazingg wow! you're actually using twitter. i thought you'd just quit, but you didn't. yay!  btw, you have ten followers, hah."
39697,1,"@AncientSoul What are you still doing up, young lady "
39764,1,"@andeecris haha. hey hey, tweet tweet "
40045,0,"@AmandalovesHBK I understand needing money - been out of work  1 1/2 years , still no job    I need a lottery win!"
40104,0,"@amandapalmer @bethofalltrades Oh poo, I missed out.  But here's mine anyway. http://twitpic.com/7vf97"
40171,1,@AmandaRumm  Yeah but were your fans so it's ok.
40320,0,@amber_benson hey Amber! did you hear I got your book now! I got it last night and couldn't put it down but I had to go to sleep 
40619,1,@amiecoggins ur a babe. hehehhhee. and were coool  lol
40678,1,@amirmc yep i'm rather happy with the numbers  we have bios on each attendee and will be requesting full society profiles this week.
41127,0,@amylovesdraco i love that movie but it is so sad 
41642,1,@AndersWass  thats very true..  it just gets really confusing with whose up and who isnt.. ;)
41666,1,@andiidam thanks for your follow 
41680,1,@andyclemmensen omg short stack doing a hugeeee tour in december.... OMG soooooo exciteed 
41796,1,@andreamyers tell Lil I'll try to get some Taylor Swift on my noon request hour for her this week on 92.9 KBEZ. I just tweeted myself! 
41896,1,@AndrewCrawford Thanks 
41977,0,@andrewpycroft i know im saving up for speakers  i can still hear the bass though and it's all out of time and ahh i can't listen to it :p
42042,0,"@AndyMcCullough sorry, I had to  "
42052,1,"@andrewsnaith Yes, in fact, lent my car to a bloke from UK who was concerned about that at first. "
42121,1,@andy_lamb that looks like a task..lol 
42262,1,@andysternberg that's not actually from UPS.  just good timing on the part of the virus 
42513,1,@angelaleilani but u like their hot chocolate 
42532,0,@Angelasgf They've effectively sacked Julia off my favourite show that she does.  I'm sure I'll get over it.
42689,1,@andysowards quite 
42769,1,@Angelnc Hey there-ty for last nights message--Hope ur day is splendid  I have to spend what litlle $ I made to fix my brakes-damn car!
42832,1,@angelsheng aryty = Allrighty ...get it? piny txt style  our site lets you send cell phone load 2 Pinas parang pasalubong. www.aryty.com
42959,0,"@angelamelick $500?! Couldn't you just use a good ol' magnet to get it out?  (seriously that blows, good luck with that)"
42960,1,"@angelamelick No, you were excellent actually!  By the way, this is Will from The 404s. ;)"
43059,1,"@angkoso aha.. you are welcome sir......   btw, i never read any of them myself"
43065,1,@AngMoGirl Good luck! 
43230,1,@anijones i hate it  so how r you? 
43322,1,@AlexPielok What do you want to know about #eSports? 
43556,1,"@ankit4u @achitnis I understand that it was a video straight off the event. Cant they cut a crisp 6 minute video, now that its over? "
43670,0,@angriest I liked it. 
44027,1,@anish_sinha and you should too its time to pump up those old mussels 
44105,1,@aniterzayan haha thaaaanks 
44383,1,"@anni13 ok,thanks again "
44563,0,@annazhaao I'm sure it would mean something if I knew what 'hitting gold' and 'add-ons/unit' meant.   Care to sexplain? ;D ;D ;D
44632,1,"@AnneBB well, you can print CY_K not CYMK "
44780,1,@anoopan: for success 
45117,0,@annnava i miss them aswell  they will come back soon i know they will &lt;3
45257,0,@antnzdotcom Your avatar on Tumblr is too much like mine (or vice versa?!). It's confusing. 
45285,1,@anomdesign Thank you for the #FF!  Don't forget to check out my blog on humanity: http://www.christopherstlouis.com/
45515,1,"@alinemcintyre You should work on the next cruise, amiga! "
46046,1,@All_that_Jaz  Sorry I caved in and went to go see Up with some other friends.  It was amazing!!  Wouldn't mind seeing it again. 
46188,1,@AllesRoger schaut jut aus!!!! 
46371,0,@apacheman I know 
46488,1,@Applecored I Didn't =( It Just Broke!! Within The 28 Days So Getting A New One 
46748,1,@aplusk my mum hates &quot;teenie&quot; lovestories but yesterday &quot;a lot like love&quot; was on TV and she loved it  greets from germany 
46962,1,@AlliWorthington hi Ms. Fussy  *waves*
47343,1,"@Arbela12 the usual... cute shirt, heels, jeans... whatever you want "
47453,1,@archuphils I love your avatar.  kelan to? when david visited here in the Philippines??
47487,0,@allyeatscat I got caught! 
47612,0,@allysonsaid June 28th! Goooooooooooooooooooooooo 
47681,0,@almightykey I don't know that place (can't read Chinese &gt;&lt;&quot;) but that's so slack. D:  My friends call me CNN coz it's my initials. 
47959,1,@alohanico i know how that feels 
47995,1,"@Armano ok, then I don't want to hear people talking about how social media is all about a &quot;conversation&quot; "
48042,1,@alpha1736 Too cute!!!  
48228,1,"@Arroxane TweetDeck has filtering, allows you to exclude text...or ppl. I used it to exclude #24 one night. "
48458,0,@artkid I have alternate plans but they're going to be unpleasant with the rain  and I want to see you! I miss you!
48574,1,@ArunBasilLal dude @theanand is stuck in office and hence the sardar jokes. dont support him.. 
48648,1,"@AryIrigoyen hahah i know, i know. i didn't say that it was original, just that i loved it "
48670,1,@asanchez5 yeah and then let them all go swimming right after they eat too 
48777,1,"@ash_ums  dude, is it Thursday yet? I'm ready for the Taking Back Sunday concert!!!! "
48888,1,"@amalinaaa read Dougie's tweet. Tom was with Nick, Danny was with Joe &amp; Kevin. Dougie was alone and he was back and forth towards harry "
49245,0,@amanda0205078 Aww I don't think I can  I have to go shopping for a Father's Day gift at the mall tomorrow
49645,1,@arrrjoooe same here  just read the TIME of last week so started a twitter account 
50127,1,"@AsiaBrands thanks! much appreciated AsiaBrands, you rock! "
50407,1,@amber_benson Hahaha.  Awesome! What did you say?
50416,1,"@amber_benson No, but I follow you, and that's much better "
50625,1,@Ashemo where are ya? We should roll together! 
50803,1,"@asphaltcowgrrl LOLLOL--up, my sistah. wyrd up "
51054,0,@AmeriKanPsyKo when did yall go to Ihop  I'm super sad now!
51200,0,@Ateyaa I caught the end! 
51404,1,@atomickarma Did you watch The Mutations with Tom Baker? Prescient in view of the classic Seeds of Doom! 
51631,0,@ashleymead Not cool. I might have to go back to using my old system to avoid my stupidity. 
51812,1,"@aulia by the way by the way... last night we took your advice.. went out &amp; celebrate. Have a happy Sunday to you, @savitri &amp; Fara "
51827,1,@ammiisaurusrexx hahahaha her revenge Is gunna be hilario  just imagine her walking into a shop to buy condoms XD
51836,1,@Ammouni we always should! always! 
51856,1,@ashleytisdale Good Morning! and Bon Apetit Ash 
51874,1,"@ashleytisdale http://twitpic.com/6fauf - your so beuatiful,  congratulations!"
51962,1,@ashleytisdale lol i bet they had fun 
52233,0,"@ashthebeliever That's a good idea, i'm gonna keep voting too!  ohh that may be true, but we don't have to give up! Echelon never does "
52338,0,@ashytaka EXCEPT!!!!! Our IT department blocked iTunes' internet access...so I can't activate it until i get home 
52466,0,@Avisveritas You're making me hungry and I have none of those components! 
52695,0,@awmitchell Jakarta is hot hot hot... and don't ask about the traffic jam 
52711,0,@AxelleVanVliet yeah i have to work after school ASWELL (((( i have 4.5 hours til i am allowed home 
52766,0,"@axm9237 One already did, hehe.  Nice day out, luckily; don't think they'd hear me over the power tools  But, they haz power tools... ;-D"
53118,1,@azndragon1 whoohoooo. a few more days before i start working again! lol  so who do i report to on thursday?
53171,0,@Athlete065 join the club. 
53227,0,@b_club Shoot! that's long distance! 
53237,0,@B_FRIZZZ I know! Thrilled! Oh my ankel is killing me.  I can't believe I was attacked by poison ivy!  oh and I was born out of love! haha
53239,1,"@B_JayWrite hey bro, aite goodlookin ima hit ya boy up.Cuz my myspace needs to b redone forreal!ttyl "
53528,0,@aubreyleigh my friend Kortnee who was going with me had to cancel cause she couldn't get out of Fan rehearsals. 
53621,0,@audiogirl79 oh no!!!!!  that totally sucks!
53772,0,@audry986 awww  I'm still in bed!
53845,1,@BaccheAustralia At least you will be being seen that will count for something I bet 
54005,1,@backstreetboys hi bsb fan club memberships Woooo i want to fight for a one jejeje  i love bsb (from mexico) KTBSBPA #BSB
54111,1,"@aussielis cyclones, malaria, ross river fever, rivers you can't swim in, beaches you can't swim at...melb's not all bad! "
54580,1,@axisportals scowls are a lot more temporary than adulthood 
54616,1,@bakedgoodz well .. then I suppose I am as good as portugee meat...but .. I doubt it. Aden called and gave him a good review ;) I'm safe 
54845,0,@BananaAnna2008 just called me dumb...  sadness
54866,1,@ayumi_rollan message me your ym address 
54868,0,@AyumiDangerrr mine is totally the same way! 
54921,1,"@bandmetrics moving again; 3rd time n less than 9 months; glad P.O. Box never changes  btw, excited about moving here: http://is.gd/RxFH"
55020,0,@azkansei I had to rip out the ethernet cables from the wall and will have to re-route them due to the duct work. 
55025,1,"@Azlen Get one of those biodegradable, floating targets and put it in the toilet - they LOVE aiming for it "
55238,1,"@Bard_Letsinger pastor and humorist, huh? Well, if you say so ! If any pastor here were that cute, I'd go to church! hahaha "
55312,1,@b1kini @marquee_man - nice try both of you - both of those songs made the top 100... but it was BAD that took out the number 1 spot 
55867,1,@babysa92 Yeshhh i shall when it hits the theaters in here  it's so long though.. when was it out in KL?
55913,1,@backroad aww. That's sweet. 
55928,1,@backstreetboys  LOL  
56170,0,@bbhgeneral08 aww. i miss you too.  i was lookin at all them pics the other day of everyone.. 
56276,1,@balliztik510 yeah it comes thru a live stream; then after its off air everythiqn is recorded and saved 4 later listeninq 
56355,1,@bamboo101 do you read them? the emails they send you? me kasi i don't 
56431,0,@banananne me too  at least we have on more episode.
56548,1,"@bduverneuil judging from how it looks right now, yes. nobody said something about an upgrade, either. maintenance != upgrade. "
56842,1,@beatrizmartmart lindo compu 
56884,0,@BeautiifuLGirL they always say it doesn't work 
57201,1,"@Becccccaa deal. some form of science (i don't even know), english, maths, you have history. and general birthday celebrations "
